Licitacao,Relatorio,Orgao,Descricao,Objeto,Arquivo,Conteudo,Link,Status,Itens
83891283000136-1-000087/2024,83891283000136-1-000087-2024.md,FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC,Aviso de Contratação Direta nº 208/2024,Contratação de serviços de engenharia para avaliação mercadológica de valor do aluguel para concessão de serviços de Restaurante Universitário da Udesc Joinville.,Edital_DL_Eletronica_n_208.2024.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/83891283000136/compras/2024/87/arquivos/1,Ativo,"Serviço de Avaliação de Imovel Serviço de Avaliacao de Imovel Contratação de serviços de engenharia para avaliação mercadológica de valor do aluguel para concessão de serviços de Restaurante Universitário da Udesc Joinville. (R$ 4.550,00)"
83891283000136-1-000107/2024,83891283000136-1-000107-2024.md,FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC,Edital nº 621/2024,CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE ADEQUAÇÃO E REFORMA DO PPCI DO RESTAURANTE UNIVERSITÁRIO DA UDESC – CAMPUS I,%22Anexo+I+-+Memorial+Descritivo.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/83891283000136/compras/2024/107/arquivos/2,Ativo,"/ / ADEQUAÇÃO E REFORMA DO PPCI DO RESTAURANTE UNIVERSITÁRIO DA UDESC – CAMPUS I e SGPE 3042/2024, com fornecimento de material. Conforme Memorial Descritivo. (R$ 0,00)"
83891283000136-1-000107/2024,83891283000136-1-000107-2024.md,FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC,Edital nº 621/2024,CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE ADEQUAÇÃO E REFORMA DO PPCI DO RESTAURANTE UNIVERSITÁRIO DA UDESC – CAMPUS I,Edital+PE+0621.2024.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/83891283000136/compras/2024/107/arquivos/1,Ativo,"/ / ADEQUAÇÃO E REFORMA DO PPCI DO RESTAURANTE UNIVERSITÁRIO DA UDESC – CAMPUS I e SGPE 3042/2024, com fornecimento de material. Conforme Memorial Descritivo. (R$ 0,00)"
83891283000136-1-000189/2025,83891283000136-1-000189-2025.md,FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC,Edital nº 617/2025,Contratação de Empresa para Adequação do Sistema Preventivo Contra Incêndios e de Reforma do Restaurante Universitário (Campus I) - com fornecimento de material.,%22Anexo+I+-++SUMULA+DA+CONTRATACAO.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/83891283000136/compras/2025/189/arquivos/2,Ativo,"Obras e engenharias, reformas Obras e engenharias, reformas - por serviço Adequação do Sistema Preventivo Contra Incêndios e de Reforma do Restaurante Universitário (Campus I) e SGPE 48249/2024 – com fornecimento de material conforme memorial descritivo. (R$ 72.068,33)"
83891283000136-1-000189/2025,83891283000136-1-000189-2025.md,FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC,Edital nº 617/2025,Contratação de Empresa para Adequação do Sistema Preventivo Contra Incêndios e de Reforma do Restaurante Universitário (Campus I) - com fornecimento de material.,Edital+CE+0617.2025.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/83891283000136/compras/2025/189/arquivos/1,Ativo,"Obras e engenharias, reformas Obras e engenharias, reformas - por serviço Adequação do Sistema Preventivo Contra Incêndios e de Reforma do Restaurante Universitário (Campus I) e SGPE 48249/2024 – com fornecimento de material conforme memorial descritivo. (R$ 72.068,33)"
83891283000136-1-000298/2025,83891283000136-1-000298-2025.md,FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC,Edital nº 620/2025,Contratação de Empresa para execução da Obra Restaurante Universitário CAV/UDESC com fornecimento de material.,%22Anexo+I+-+006.1+-+Caderno+de+Especificacoes+Tecnicas+e+demais+Memoriais.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/83891283000136/compras/2025/298/arquivos/2,Ativo,"Obras e edificações em geral Obras e edificações em geral - por serviço Contratação de Empresa para execução da Obra Restaurante Universitário CAV/UDESC com fornecimento de material (R$ 6.668.969,31)"
83891283000136-1-000298/2025,83891283000136-1-000298-2025.md,FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC,Edital nº 620/2025,Contratação de Empresa para execução da Obra Restaurante Universitário CAV/UDESC com fornecimento de material.,Edital+CE+0620-2025.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/83891283000136/compras/2025/298/arquivos/1,Ativo,"Obras e edificações em geral Obras e edificações em geral - por serviço Contratação de Empresa para execução da Obra Restaurante Universitário CAV/UDESC com fornecimento de material (R$ 6.668.969,31)"
83891283000136-1-000449/2024,83891283000136-1-000449-2024.md,FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC,Edital nº 665/2024,CONCESSÃO ADMINISTRATIVA DE USO DE BEM PÚBLICO DESTINADO À EXPLORAÇÃO ECONÔMICA DE RESTAURANTE UNIVERSITÁRIO E LANCHONETE NO CAMPUS DA UDESC JOINVILLE,%22Termo+de+Referencia+-+Atualizado.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/83891283000136/compras/2024/449/arquivos/2,Ativo,"Serviço de Fornecimento de Refeiçoes Fornecimento de Refeições Preparo e fornecimento de refeições (Almoço e Jantar) para atender a comunidade Universitária da UDESC Joinville/SC, de acordo com todas as condições estabelecidas no Termo de Referência - Anexo I (R$ 14,23)"
83891283000136-1-000449/2024,83891283000136-1-000449-2024.md,FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC,Edital nº 665/2024,CONCESSÃO ADMINISTRATIVA DE USO DE BEM PÚBLICO DESTINADO À EXPLORAÇÃO ECONÔMICA DE RESTAURANTE UNIVERSITÁRIO E LANCHONETE NO CAMPUS DA UDESC JOINVILLE,Edital+CC+0665.2024.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/83891283000136/compras/2024/449/arquivos/1,Ativo,"Serviço de Fornecimento de Refeiçoes Fornecimento de Refeições Preparo e fornecimento de refeições (Almoço e Jantar) para atender a comunidade Universitária da UDESC Joinville/SC, de acordo com todas as condições estabelecidas no Termo de Referência - Anexo I (R$ 14,23)"
83891283000136-1-000590/2024,83891283000136-1-000590-2024.md,FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC,Edital nº 983/2024,CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE ADEQUAÇÃO E REFORMA DO PPCI DO RESTAURANTE UNIVERSITÁRIO DA UDESC – CAMPUS I - (RELANÇAMENTO),%22Anexo+I+-+Caderno+de+Especificacoes+Tecnicas.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/83891283000136/compras/2024/590/arquivos/2,Ativo,"/ / ADEQUAÇÃO E REFORMA DO PPCI DO RESTAURANTE UNIVERSITÁRIO DA UDESC – CAMPUS I e SGPE 3042/2024, com fornecimento de material. Conforme Memorial Descritivo. (R$ 0,00)"
83891283000136-1-000590/2024,83891283000136-1-000590-2024.md,FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC,Edital nº 983/2024,CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE ADEQUAÇÃO E REFORMA DO PPCI DO RESTAURANTE UNIVERSITÁRIO DA UDESC – CAMPUS I - (RELANÇAMENTO),Edital+PE+0983.2024.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/83891283000136/compras/2024/590/arquivos/1,Ativo,"/ / ADEQUAÇÃO E REFORMA DO PPCI DO RESTAURANTE UNIVERSITÁRIO DA UDESC – CAMPUS I e SGPE 3042/2024, com fornecimento de material. Conforme Memorial Descritivo. (R$ 0,00)"
83891283000136-1-000666/2025,83891283000136-1-000666-2025.md,FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC,Edital nº 972/2025,Aquisição de equipamentos de cozinha industrial para o restaurante universitário da UDESC Campus 1 Itacorubi-Florianópolis SC,%22Anexo+I+-+Termo+de+Referencia.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/83891283000136/compras/2025/666/arquivos/2,Ativo,"BUFFET TERMICO BUFFET TERMICO - CAPACIDADE 10 CUBAS Balcão buffet self módulo 10 cubas aquecido-Material:Aço inox AISI 304, tampo de granito. Capacidade: 10 cubas com tampas e puxadores. Tamanho 10 gn’s ½. Sistema de isolamento térmico, sistema de aquecimento elétrico através de resistências imersas em água.Temperatura: Ajustável por volta de 30°C a 95°C- Funcionalidades: Controle de temperatura com termostato regulável.- Dimensões: Largura 100 cm até 300 cm. Profundidade: 60 a 100 cm. Altura 80 a 130 cm.-Voltagem: 220V-Consumo: Mínimo 11,5 kWh/dia.-Acessórios: Protetor salivar em vidro temperado mínimo 5 mm. Rodízio giratório e com trava para facilitar transporte.-Segurança: Sistema de desligamento automático em caso de superaquecimento.- Garantia: Determinada pelo fabricante ou a mínima legal. A que for maior.-Instalação: Instalado e testado por profissional qualificado, montagem das cubas . Fornecimento de manuais de funcionamento.Marcas de Referência: Klima (Lider equipamentos) Refrimate (NBRCQ), Gelopar (GBTR-200 PR), Frilux (BF003). (R$ 10.651,84); BUFFET TERMICO BUFFET TERMICO - CAPACIDADE 10 CUBAS Balcão buffet self módulo 10 cubas refrigerado-Material: Aço inox AISI 304. Tampo de granito - Capacidade: 10 cubas com tampas e puxadores. Tamanho 10 gn’s ½, com isolamento térmico. Temperatura: por volta de -8° C a 10° C.-Funcionalidades: Refrigeração por compressor, temperatura regulável por termostato. Sistema de congelamento automático. Unidade condensadora acoplada.- Dimensões: Largura 100 cm até 300 cm. Profundidade: 70 a 100 cm. Altura 80 a 100 cm. -Voltagem: 220V-Acessórios: Protetor salivar em vidro temperado mínimo 5 mm. Rodízios giratórios e com trava para facilitar transporte.- Garantia: - Garantia: Determinada pelo fabricante ou a mínima legal. A que for maior.Instalação: Instalado e testado por profissional qualificado, montagem das cubas. Fornecimento de manuais de funcionamento-Marca de Referência: Gelopar (GBRF-200PR), Refrimate (NBRCF-10), Frilux (RF128). (R$ 18.620,20)"
83891283000136-1-000666/2025,83891283000136-1-000666-2025.md,FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC,Edital nº 972/2025,Aquisição de equipamentos de cozinha industrial para o restaurante universitário da UDESC Campus 1 Itacorubi-Florianópolis SC,Edital+PE+0972.2025.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/83891283000136/compras/2025/666/arquivos/1,Ativo,"BUFFET TERMICO BUFFET TERMICO - CAPACIDADE 10 CUBAS Balcão buffet self módulo 10 cubas aquecido-Material:Aço inox AISI 304, tampo de granito. Capacidade: 10 cubas com tampas e puxadores. Tamanho 10 gn’s ½. Sistema de isolamento térmico, sistema de aquecimento elétrico através de resistências imersas em água.Temperatura: Ajustável por volta de 30°C a 95°C- Funcionalidades: Controle de temperatura com termostato regulável.- Dimensões: Largura 100 cm até 300 cm. Profundidade: 60 a 100 cm. Altura 80 a 130 cm.-Voltagem: 220V-Consumo: Mínimo 11,5 kWh/dia.-Acessórios: Protetor salivar em vidro temperado mínimo 5 mm. Rodízio giratório e com trava para facilitar transporte.-Segurança: Sistema de desligamento automático em caso de superaquecimento.- Garantia: Determinada pelo fabricante ou a mínima legal. A que for maior.-Instalação: Instalado e testado por profissional qualificado, montagem das cubas . Fornecimento de manuais de funcionamento.Marcas de Referência: Klima (Lider equipamentos) Refrimate (NBRCQ), Gelopar (GBTR-200 PR), Frilux (BF003). (R$ 10.651,84); BUFFET TERMICO BUFFET TERMICO - CAPACIDADE 10 CUBAS Balcão buffet self módulo 10 cubas refrigerado-Material: Aço inox AISI 304. Tampo de granito - Capacidade: 10 cubas com tampas e puxadores. Tamanho 10 gn’s ½, com isolamento térmico. Temperatura: por volta de -8° C a 10° C.-Funcionalidades: Refrigeração por compressor, temperatura regulável por termostato. Sistema de congelamento automático. Unidade condensadora acoplada.- Dimensões: Largura 100 cm até 300 cm. Profundidade: 70 a 100 cm. Altura 80 a 100 cm. -Voltagem: 220V-Acessórios: Protetor salivar em vidro temperado mínimo 5 mm. Rodízios giratórios e com trava para facilitar transporte.- Garantia: - Garantia: Determinada pelo fabricante ou a mínima legal. A que for maior.Instalação: Instalado e testado por profissional qualificado, montagem das cubas. Fornecimento de manuais de funcionamento-Marca de Referência: Gelopar (GBRF-200PR), Refrimate (NBRCF-10), Frilux (RF128). (R$ 18.620,20)"
86891363000180-1-000021/2025,86891363000180-1-000021-2025.md,FUNDACAO UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,Edital nº 0001/2024/2025,Construção do Restaurante Universitário (RU) da Unidade Universitária de Campo Grande.,Capa_Licitacao_0001_2024_2025.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/86891363000180/compras/2025/21/arquivos/1,Ativo,"Construção/Reforma de Edificações (R$ 3.015.846,28)"
86891363000180-1-000021/2025,86891363000180-1-000021-2025.md,FUNDACAO UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,Edital nº 0001/2024/2025,Construção do Restaurante Universitário (RU) da Unidade Universitária de Campo Grande.,Edital_CE001-2024-2-RETIFICACAO.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/86891363000180/compras/2025/21/arquivos/2,Ativo,"Construção/Reforma de Edificações (R$ 3.015.846,28)"
86891363000180-1-000114/2024,86891363000180-1-000114-2024.md,FUNDACAO UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,Edital nº 0002/2024/2024,Construção de um Restaurante Universitário na da Unidade Universitária de Dourados.,01-AVISO-DE-LICITACAO.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/86891363000180/compras/2024/114/arquivos/2,Ativo,"Construção/Reforma de Edificações (R$ 2.757.425,05)"
86891363000180-1-000114/2024,86891363000180-1-000114-2024.md,FUNDACAO UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,Edital nº 0002/2024/2024,Construção de um Restaurante Universitário na da Unidade Universitária de Dourados.,Capa_Licitacao_0002_2024_2024.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/86891363000180/compras/2024/114/arquivos/1,Ativo,"Construção/Reforma de Edificações (R$ 2.757.425,05)"
33004540000100-1-000002/2024,33004540000100-1-000002-2024.md,FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO,Edital nº 90004/2024,"Contratação de serviços de alimentação coletiva, por meio da operacionalização e do desenvolvimento de todas as atividades envolvidas na produção e distribuição local de refeições, incluindo o fornecimento de todos os insumos, materiais e mão de obra, visando atender as demandas do Restaurante Universitário da Fundação Universidade Federal de Mato Grosso - FUFMT, no campus de Sinop, incluindo a concessão onerosa de uso de espaço público.",15404505900042024000.zip,Edital 90004-2024+TR+Anexos.zip; Edital 90004-2024+TR+Anexos.zip/Termo de Referencia - 06-2024.pdf; Edital 90004-2024+TR+Anexos.zip/Estudo Técnico Preliminar 190-2023.pdf; Edital 90004-2024+TR+Anexos.zip/Modelo_de_Planilha___RU_Sinop.xlsx; Edital 90004-2024+TR+Anexos.zip/Edital 90004 - 2024 - PE TRAD RU SINOP - AJUSTADO.pdf; RelacaoItens15404505900042024000.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/33004540000100/compras/2024/2/arquivos/1,Ativo,"Cantina / Bar / Lanchonete / Refeição Rápida / Restaurante (R$ 35.751,30); Cantina / Bar / Lanchonete / Refeição Rápida / Restaurante (R$ 27,81)"
33004540000100-1-000011/2025,33004540000100-1-000011-2025.md,FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO,Ato que autoriza a Contratação Direta nº 30/2025,"Contratação de serviços de fornecimento de água potável e coleta e tratamento de esgotamento sanitário para atender ao Restaurante Universitário da Fundação Universidade Federal de Mato Grosso - Campus Universitário de Sinop, cujo fornecedor exclusivo é a ÁGUAS DE SINOP SA, inscrita no CNPJ nº 20.930.953/0001-66, conforme Termo de Referência Nº 10-2025.Processo 23108.001369/2025-01.",SEI_23108.001369_2025_01.zip,[01]-7534082_Documento.pdf; [02]-7534083_Nota_Noticia.pdf; [03]-7534084_Portaria.pdf; [04]-7534098_Anexo_6._Portaria_050_PROAD_2024.pdf; [05]-7534099_Anexo_7._Portaria_160_PROAD_2024.pdf; [06]-7534104_NOTIFICACAO.html; [07]-7535393_DOCUMENTO_DE_FORMALIZACAO_DA_DEMANDA__DFD_.html; [08]-7537105_Documento.pdf; [09]-7537109_Despacho.html; [10]-7540822_Despacho.html; [11]-7541122_Despacho.html; [12]-7542102_Despacho.html; [13]-7546265_Despacho.html; [14]-7560795_Estudo.pdf; [15]-7560904_Anexo.pdf; [16]-7561884_Mapa.pdf; [17]-7562596_Despacho.html; [18]-7563426_Despacho.html; [19]-7565893_Despacho.html; [20]-7570142_Despacho.html; [21]-7574258_Despacho.html; [22]-7579540_Despacho.html; [23]-7586779_Despacho.html; [24]-7617388_Termo.pdf; [25]-7621332_Contrato.pdf; [26]-7621336_Termo.pdf; [27]-7621339_Termo.pdf; [28]-7621351_Decreto.pdf; [29]-7621355_Decreto.pdf; [30]-7625855_Certidao.pdf; [31]-7629781_Certidao.pdf; [32]-7629813_Certidao.png; [33]-7629828_Despacho.html; [34]-7630022_Lista.pdf; [35]-7631064_Documento.pdf; [36]-7633031_Despacho.html; [37]-7633768_Despacho.html; [38]-7634341_Despacho.html; [39]-7635677_Declaracao.html; [40]-7636302_Despacho.html; [41]-7636707_Certidao.pdf; [42]-7639586_Despacho.html; [43]-7651334_Despacho.html; [44]-7658386_Despacho.html,https://pncp.gov.br/pncp-api/v1/orgaos/33004540000100/compras/2025/11/arquivos/1,Ativo,"Fornecimento de Água e Coleta de Esgoto Sanitário Fornecimento de Água e Coleta de Esgoto Sanitário (R$ 22.032,02)"
15461510000133-1-000005/2025,15461510000133-1-000005-2025.md,FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,Edital nº 90001/2025,"Contratação de serviços contínuos de preparo e distribuição de refeições, incluindo os gêneros alimentícios e a administração das instalações, para atender à comunidade universitária e visitantes nos Campis da Fundação Universidade Federal de Mato Grosso do Sul com concessão onerosa do espaço público, com finalidade específica de exploração de Restaurante Universitário, conforme condições, quantidades e exigências estabelecidas no Edital e seus anexos",15405405900012025001.zip,PE 90001.25 - Edital.zip; PE 90001.25 - Edital.zip/PE 90001.25 - Edital/; PE 90001.25 - Edital.zip/PE 90001.25 - Edital/Anexos TR/; PE 90001.25 - Edital.zip/PE 90001.25 - Edital/Anexos TR/Anexo I.pdf; PE 90001.25 - Edital.zip/PE 90001.25 - Edital/Anexos TR/Anexo II.pdf; PE 90001.25 - Edital.zip/PE 90001.25 - Edital/Anexos TR/Anexo III.pdf; PE 90001.25 - Edital.zip/PE 90001.25 - Edital/Anexos TR/Anexo IV.pdf; PE 90001.25 - Edital.zip/PE 90001.25 - Edital/Anexos TR/Anexo IX.pdf; PE 90001.25 - Edital.zip/PE 90001.25 - Edital/Anexos TR/Anexo V.pdf; PE 90001.25 - Edital.zip/PE 90001.25 - Edital/Anexos TR/Anexo VI.pdf; PE 90001.25 - Edital.zip/PE 90001.25 - Edital/Anexos TR/Anexo VII.pdf; PE 90001.25 - Edital.zip/PE 90001.25 - Edital/Anexos TR/Anexo VIII.pdf; PE 90001.25 - Edital.zip/PE 90001.25 - Edital/ETP_220_2024.pdf; PE 90001.25 - Edital.zip/PE 90001.25 - Edital/Modelo_de_Planilha_de_Custos_PE_90001.2025.zip; PE 90001.25 - Edital.zip/PE 90001.25 - Edital/Modelo_de_Planilha_de_Custos_PE_90001.2025.zip/Modelo de Planilha de Custos PE 90001.2025.xlsx; PE 90001.25 - Edital.zip/PE 90001.25 - Edital/RelacaoItens15405405900012025000.pdf; PE 90001.25 - Edital.zip/PE 90001.25 - Edital/SEI_5381283_Licitacao__Anexos.pdf; PE 90001.25 - Edital.zip/PE 90001.25 - Edital/SEI_5381286_Minuta_de_Contrato.pdf; PE 90001.25 - Edital.zip/PE 90001.25 - Edital/SEI_5401909_Edital.pdf; PE 90001.25 - Edital.zip/PE 90001.25 - Edital/TR154054_000370_2024__1_.pdf; RelacaoItens15405405900012025001.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/15461510000133/compras/2025/5/arquivos/2,Ativo,"Cantina / Bar / Lanchonete / Refeição Rápida / Restaurante (R$ 441.750,00); Cantina / Bar / Lanchonete / Refeição Rápida / Restaurante (R$ 2.154.500,00)"
