Licitacao,Relatorio,Orgao,Descricao,Objeto,Arquivo,Conteudo,Link,Status,Itens
42498600000171-1-001806/2025,42498600000171-1-001806-2025.md,ESTADO DO RIO DE JANEIRO,Edital nº PE0205/25/2025,"Contratação de serviço comum de empresa especializada no fornecimento de refeições individuais (popularmente conhecida como “quentinhas”) prontas para consumo e transportadas, já embaladas, e com entrega no restaurante universitário (RU) provisório do Campus da ZONA OESTE, da Universidade do Estado do Rio de Janeiro – Uerj.",Prg+205+2025+UERJ+SERV+DE+PREPARO+E+FORNECIMENTO+DE+REFEICAO+MARMITEX.docx,,https://pncp.gov.br/pncp-api/v1/orgaos/42498600000171/compras/2025/1806/arquivos/1,Ativo,"DESCRIÇÃO: CONTRATACAO DE EMPRESA ESPECIALIZADA EM SERVICOS DE PREPARO E FORNECIMENTO DE REFEICAO TIPO MARMITEX CONFORME TERMO DE REFERENCIA (R$ 4.176.360,00)"
42498600000171-1-002253/2025,42498600000171-1-002253-2025.md,ESTADO DO RIO DE JANEIRO,Edital nº PE0239/25/2025,"Contratação de empresa especializada para o fornecimento de refeições prontas para consumo, transportadas e distribuídas nos balcões de distribuição de refeições do Restaurante Universitário (RU) no Campus IPRJ (em Nova Friburgo)",Prg+239+2025+UERJ+SERV+FORNECIMENTO+DE+REFEICOES+PRONTAS+PARA+IPRJ+III.docx,,https://pncp.gov.br/pncp-api/v1/orgaos/42498600000171/compras/2025/2253/arquivos/3,Ativo,"DESCRICAO: CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE PREPARO E DISTRIBUICAO DE REFEICOES (R$ 3.222.113,38)"
42498600000171-1-003588/2025,42498600000171-1-003588-2025.md,ESTADO DO RIO DE JANEIRO,Ato que autoriza a Contratação Direta nº PD0181/25/2025,"Aquisição e montagem de mobiliário a ser instalado no Restaurante Universitário da Universidade do Estado do Rio de Janeiro, no Campus Regional de Resende, nos termos da tabela abaixo, conforme condições estabelecidas neste instrumento.",TERMO+DE+REFERENCIA+MESAS+E+CADEIRAS.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/42498600000171/compras/2025/3588/arquivos/2,Ativo,"UTILIZACAO: REFEITORIO, MATERIAL TAMPO: MDF 30 MM REVESTIDO EM FORMICA, MATERIAL ESTRUTURA: ACO CARBONO, DIMENSOES: 1,80 M X 0,80 CM X 0,75 , PRATELEIRA: NAO, ACESSORIO/ADICIONAL: SAPATAS REGULADORAS DE NIVEL, FORMA FORNECIMENTO: UNIDADE (R$ 24.875,43); TIPO: FIXA EMPILHAVEL, BASE: FIXA COM 4 PES, AJUSTE ALTURA ASSENTO: N/A, RECLINACAO: N/A, MATERIAL ESTRUTURA: ACO, BRACO: SEM BRACO, ENCOSTO: POLIPROPILENO, REVESTIMENTO ASSENTO-ENCOSTO: POLIPROPILENO, COR: PRETA, PORTA LIVRO: SEM, PRANCHETA: SEM, FORMA FORNECIMENTO: UNIDADE (R$ 15.304,60)"
42498600000171-1-003588/2025,42498600000171-1-003588-2025.md,ESTADO DO RIO DE JANEIRO,Ato que autoriza a Contratação Direta nº PD0181/25/2025,"Aquisição e montagem de mobiliário a ser instalado no Restaurante Universitário da Universidade do Estado do Rio de Janeiro, no Campus Regional de Resende, nos termos da tabela abaixo, conforme condições estabelecidas neste instrumento.",UERJ+PED+181+25++AQUIS+MESAS+E+CADEIRAS.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/42498600000171/compras/2025/3588/arquivos/1,Ativo,"UTILIZACAO: REFEITORIO, MATERIAL TAMPO: MDF 30 MM REVESTIDO EM FORMICA, MATERIAL ESTRUTURA: ACO CARBONO, DIMENSOES: 1,80 M X 0,80 CM X 0,75 , PRATELEIRA: NAO, ACESSORIO/ADICIONAL: SAPATAS REGULADORAS DE NIVEL, FORMA FORNECIMENTO: UNIDADE (R$ 24.875,43); TIPO: FIXA EMPILHAVEL, BASE: FIXA COM 4 PES, AJUSTE ALTURA ASSENTO: N/A, RECLINACAO: N/A, MATERIAL ESTRUTURA: ACO, BRACO: SEM BRACO, ENCOSTO: POLIPROPILENO, REVESTIMENTO ASSENTO-ENCOSTO: POLIPROPILENO, COR: PRETA, PORTA LIVRO: SEM, PRANCHETA: SEM, FORMA FORNECIMENTO: UNIDADE (R$ 15.304,60)"
42498600000171-1-003748/2025,42498600000171-1-003748-2025.md,ESTADO DO RIO DE JANEIRO,Edital nº PE0337/25/2025,"Contratação, de empresa especializada no fornecimento de refeições individuais (popularmente conhecida como “quentinhas”) prontas para consumo e transportadas, já embaladas e com entrega no restaurante universitário do Campus da Uerj Cabo Frio, da Universidade do Estado do Rio de Janeiro – UERJ em conformidade com a Lei n°14.133/2021 e o Decreto estadual nº 48.816/23; conforme condições, quantidades e exigências estabelecidas neste instrumento.",Prg+337+2025+UERJ+CABOFRIO+SERV+DE+REFECOES+INDIVIDUAIS+EMBALADAS.docx,,https://pncp.gov.br/pncp-api/v1/orgaos/42498600000171/compras/2025/3748/arquivos/1,Ativo,"DESCRIÇÃO: CONTRATACAO DE EMPRESA ESPECIALIZADA NA PRESTACAO DE SERVICOS DE PREPARO E DISTRIBUICAO DE REFEICOES PREPARADAS, LANCHES E SIMILARES (R$ 921.782,86)"
42498600000171-1-004673/2025,42498600000171-1-004673-2025.md,ESTADO DO RIO DE JANEIRO,Edital nº PE 020/25/2025,Aquisição de Chapa de Grelhar para o Restaurante Universitário.,Edital+PE+020.zip,Anexo 02 - Proposta Detalhe.xlsx; Anexo 03 - Documentos de habilitaç╞o.doc; Anexo 04 - Estudo Técnico Preliminar.pdf; Anexo A - Declaç╞o de dados bancários.docx; Edital PE 020.docx; Anexo 01 - Termo de Referência.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/42498600000171/compras/2025/4673/arquivos/1,Ativo,"FUNCIONAMENTO: GAS, TIPO: BIFETEIRA ANTIADERENTE, MATERIAL: ACO INOX, ACABAMENTO: ACO INOXIDAVEL, CABO: N/A, FORMATO: RETANGULAR, TENSAO: N/A, POTENCIA: N/A, CARACTERISTICAS ADICIONAIS: CHAPA LISA, REFORCADA E INTEIRICA, ACESSORIOS: PES TUBULARES COM SAPATAS REGULAVEIS DE NIVELAMENTO, FORMA FORNECIMENTO: UNIDADE (R$ 4.199,99)"
42498600000171-1-004752/2025,42498600000171-1-004752-2025.md,ESTADO DO RIO DE JANEIRO,Aviso de Contratação Direta nº PD0271/25/2025,"Aquisição de 01 bebedouro (industrial, capacidade: 100L, tensao: 110 / 220 v, gabinete: aço inox, torneira: 3 torneiras - 02 geladas e 01 natural, caracteristicas adicionais: filtro de carvao ativado com tripla filtragem, por fora do bebedouro, termostato fixo com regulagem de temperatura) a ser instalado no Restaurante Universitário da Universidade do Estado do Rio de Janeiro, no Campus Regional de Resende.",TERMO+DE+REFERENCIA+BEBEDOURO.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/42498600000171/compras/2025/4752/arquivos/2,Ativo,"TIPO: INDUSTRIAL, CAPACIDADE: 100 L, TENSAO: 110 / 220 V, GABINETE: ACO, TORNEIRA: 3 TORNEIRAS- 02 GELADAS E 01 NATURAL, CARACTERISTICAS ADICIONAIS: FILTRO DE CARVAO ATIVADO COM TRIPLA FILTRAGEM (POR FORA DO BEBEDOURO), TERMOSTATO FIXO COM REGULAGEM DE TEMPERATURA (R$ 2.690,35)"
42498600000171-1-004752/2025,42498600000171-1-004752-2025.md,ESTADO DO RIO DE JANEIRO,Aviso de Contratação Direta nº PD0271/25/2025,"Aquisição de 01 bebedouro (industrial, capacidade: 100L, tensao: 110 / 220 v, gabinete: aço inox, torneira: 3 torneiras - 02 geladas e 01 natural, caracteristicas adicionais: filtro de carvao ativado com tripla filtragem, por fora do bebedouro, termostato fixo com regulagem de temperatura) a ser instalado no Restaurante Universitário da Universidade do Estado do Rio de Janeiro, no Campus Regional de Resende.",UERJ+PED+271+2025+AQUIS+BEBEDOURO.docx,,https://pncp.gov.br/pncp-api/v1/orgaos/42498600000171/compras/2025/4752/arquivos/1,Ativo,"TIPO: INDUSTRIAL, CAPACIDADE: 100 L, TENSAO: 110 / 220 V, GABINETE: ACO, TORNEIRA: 3 TORNEIRAS- 02 GELADAS E 01 NATURAL, CARACTERISTICAS ADICIONAIS: FILTRO DE CARVAO ATIVADO COM TRIPLA FILTRAGEM (POR FORA DO BEBEDOURO), TERMOSTATO FIXO COM REGULAGEM DE TEMPERATURA (R$ 2.690,35)"
42498600000171-1-005017/2025,42498600000171-1-005017-2025.md,ESTADO DO RIO DE JANEIRO,Aviso de Contratação Direta nº PD0293/25/2025,"Aquisição de 03 cortinas de ar a serem instaladas no Restaurante Universitário da Universidade do Estado do Rio de Janeiro, no Campus Regional de Resende, nos termos da tabela abaixo, conforme condições estabelecidas neste instrumento.",TERMO+DE+REFERENCIA+CORTINA+DE+AR.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/42498600000171/compras/2025/5017/arquivos/2,Ativo,"NUMERO FASES: CORTINA DE AR 200 CM, BIFASICO, POTENCIA: 260 W, TENSAO: 220 V, VAZAO MAXIMA: 11a13m3/S, DIMENSAO (C X H X L): 200 X 10 X 21 CM, VELOCIDADE AR: 11 a 13m3/S, RUIDO: 52 dB (A), FORMA FORNECIMENTO: UNIDADE (R$ 4.491,16)"
42498600000171-1-005017/2025,42498600000171-1-005017-2025.md,ESTADO DO RIO DE JANEIRO,Aviso de Contratação Direta nº PD0293/25/2025,"Aquisição de 03 cortinas de ar a serem instaladas no Restaurante Universitário da Universidade do Estado do Rio de Janeiro, no Campus Regional de Resende, nos termos da tabela abaixo, conforme condições estabelecidas neste instrumento.",UERJ+PED+293+2025+AQUIS+CORTINA+DE+AR.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/42498600000171/compras/2025/5017/arquivos/1,Ativo,"NUMERO FASES: CORTINA DE AR 200 CM, BIFASICO, POTENCIA: 260 W, TENSAO: 220 V, VAZAO MAXIMA: 11a13m3/S, DIMENSAO (C X H X L): 200 X 10 X 21 CM, VELOCIDADE AR: 11 a 13m3/S, RUIDO: 52 dB (A), FORMA FORNECIMENTO: UNIDADE (R$ 4.491,16)"
57571275000100-1-000002/2025,57571275000100-1-000002-2025.md,FUNDACAO DO ABC,Edital nº 90005/2025,"Contratação de empresa especializada na prestação de serviço de fornecimento e instalação do Sistema de Proteção Contra Descargas Atmosféricas (SPDA) nos prédios Central, Administrativo, Restaurante do Centro Universitário FMABC e no prédio Administrativo da Fundação do ABC.",92869803900052025000.zip,COMPRASNET SPDA.zip; COMPRASNET SPDA.zip/COMPRASNET SPDA/; COMPRASNET SPDA.zip/COMPRASNET SPDA/1 - EDITAL CONCORRENCIA ELETRONICA.pdf; COMPRASNET SPDA.zip/COMPRASNET SPDA/2- Termo de Referencia SPDA - anexos I a XXII.pdf; COMPRASNET SPDA.zip/COMPRASNET SPDA/3 - Anexo XXIII - Minuta do Contrato e Anexo XXIV - Termo de Responsabilidade.pdf; COMPRASNET SPDA.zip/COMPRASNET SPDA/4 - Anexo XXV - Questionário Due Dilgencie - apenas para conhecimento a ser preenchido na assinatuta do contrato.pdf; COMPRASNET SPDA.zip/COMPRASNET SPDA/5 - Anexo XXVI - Declaração Codigo e Etica - apenas para conhecimento a ser preenchido na assinatura do contrato.pdf; RelacaoItens92869803900052025000.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/57571275000100/compras/2025/2/arquivos/1,Ativo,"Instalação e Manutenção Sistemas de Aterramento e ProteçãoContra Descargas Atmosféricas (R$ 536.274,54)"
89421259000110-1-000001/2022,89421259000110-1-000001-2022.md,FUNDACAO HOSPITALAR SANTA TEREZINHA DE ERECHIM,Edital nº 24/2022/2022,[Portal de Compras Públicas] - Prestação de Serviços Médicos Especializados em Neurologia e Neurocirurgia.,24.2022 Concorrencia Eletronica Lei 14.133 - Neurologia Neurocirurgia.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/89421259000110/compras/2022/1/arquivos/1,Ativo,"Lote 1 - Prestação de Serviços de Neurologia e Neurocirurgia, conforme especificações contidas no Edital e Memorial Descritivo. (R$ 1.224.000,00)"
89421259000110-1-000001/2022,89421259000110-1-000001-2022.md,FUNDACAO HOSPITALAR SANTA TEREZINHA DE ERECHIM,Edital nº 24/2022/2022,[Portal de Compras Públicas] - Prestação de Serviços Médicos Especializados em Neurologia e Neurocirurgia.,AtaTotal_191071.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/89421259000110/compras/2022/1/arquivos/2,Ativo,"Lote 1 - Prestação de Serviços de Neurologia e Neurocirurgia, conforme especificações contidas no Edital e Memorial Descritivo. (R$ 1.224.000,00)"
89421259000110-1-000002/2022,89421259000110-1-000002-2022.md,FUNDACAO HOSPITALAR SANTA TEREZINHA DE ERECHIM,Edital nº 19/2022/2022,"[Portal de Compras Públicas] - Prestação de Serviços Médicos Especializados para pacientes em Unidade de Tratamento Intensivo Adulto com atendimento especializado 24 horas/dia ininterruptamente na forma de plantão presencial por dois profissionais médicos, a pacientes adultos que necessitam de cuidados intensivos contando ainda com disponibilidade de dois profissionais médicos atuando na condição de Responsável Técnico e Responsável Técnico Substituto pela UTI Adulto da Fundação Hospitalar Santa Terezinha de Erechim, conforme normas do Ministério da Saúde, em especial a RDC/MS 07/2010, de 24 de fevereiro de 2010 e Memorial Descritivo.",19.2022 Concorrencia UTI Adulto lei 14.133.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/89421259000110/compras/2022/2/arquivos/1,Ativo,"Lote 1 - Prestação de Serviços Médicos Especializados para pacientes em Unidade de Tratamento Intensivo Adulto com atendimento especializado 24 horas/dia ininterruptamente na forma de plantão presencial, a pacientes adultos que necessitam de cuidados intensivos. (R$ 1.445.400,00); Lote 1 - Prestação dos serviços através de um profissional médicos atuando na condição Responsável Técnico pelos 20 leitos de UTI Adulto da Fundação Hospitalar Santa Terezinha de Erechim. (R$ 72.000,00)"
89421259000110-1-000003/2022,89421259000110-1-000003-2022.md,FUNDACAO HOSPITALAR SANTA TEREZINHA DE ERECHIM,Edital nº 25/2022/2022,"[Portal de Compras Públicas] - Prestação de Serviços Médicos Especializados em Clínica Médica, Avaliação Clínica Internista, com disponibilidade 24 (vinte e quatro) horas ininterruptas através de plantão presencial para atendimento aos pacientes do Sistema Único de Saúde, particulares e demais convênios credenciados pela FHSTE, contemplando: a) Avaliação clínica de pacientes oriundos da Observação, com a atribuição de diagnosticar, decidir pela internação, alta, ou transferência do paciente. No caso de internação, caberá ao serviço através do profissional médico que realizou a avaliação do paciente, a assistência médica ao paciente durante todo o período de internação do mesmo; b) Colaboração e aconselhamento no tratamento de pacientes tratados por outras especialidades médicas e cirúrgicas; e c) Avaliação clínica de pacientes internados quando em situações de urgência, emergência ou parada cardíaca nas unidades de internação e demais unidades de atendimento ambulatorial da Fundação Hospitalar Santa Terezinha, quando solicitado pela supervisora de enfermagem.",25.2022 Concorrencia Eletronica Lei 14.133 - Clinica Medica.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/89421259000110/compras/2022/3/arquivos/1,Ativo,"Lote 1 - Prestação de Serviços Médicos Especializados em Clínica Médica, Avaliação Clínica Internista, com disponibilidade 24 (vinte e quatro) horas ininterruptas através de plantão presencial para atendimento aos pacientes do Sistema Único de Saúde, particulares e demais convênios credenciados pela FHSTE. (R$ 1.226.400,00)"
89421259000110-1-000003/2022,89421259000110-1-000003-2022.md,FUNDACAO HOSPITALAR SANTA TEREZINHA DE ERECHIM,Edital nº 25/2022/2022,"[Portal de Compras Públicas] - Prestação de Serviços Médicos Especializados em Clínica Médica, Avaliação Clínica Internista, com disponibilidade 24 (vinte e quatro) horas ininterruptas através de plantão presencial para atendimento aos pacientes do Sistema Único de Saúde, particulares e demais convênios credenciados pela FHSTE, contemplando: a) Avaliação clínica de pacientes oriundos da Observação, com a atribuição de diagnosticar, decidir pela internação, alta, ou transferência do paciente. No caso de internação, caberá ao serviço através do profissional médico que realizou a avaliação do paciente, a assistência médica ao paciente durante todo o período de internação do mesmo; b) Colaboração e aconselhamento no tratamento de pacientes tratados por outras especialidades médicas e cirúrgicas; e c) Avaliação clínica de pacientes internados quando em situações de urgência, emergência ou parada cardíaca nas unidades de internação e demais unidades de atendimento ambulatorial da Fundação Hospitalar Santa Terezinha, quando solicitado pela supervisora de enfermagem.",AtaTotal_192007.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/89421259000110/compras/2022/3/arquivos/2,Ativo,"Lote 1 - Prestação de Serviços Médicos Especializados em Clínica Médica, Avaliação Clínica Internista, com disponibilidade 24 (vinte e quatro) horas ininterruptas através de plantão presencial para atendimento aos pacientes do Sistema Único de Saúde, particulares e demais convênios credenciados pela FHSTE. (R$ 1.226.400,00)"
89421259000110-1-000004/2022,89421259000110-1-000004-2022.md,FUNDACAO HOSPITALAR SANTA TEREZINHA DE ERECHIM,Edital nº 26/2022/2022,"[Portal de Compras Públicas] - Prestação de Serviços Médicos Especializados na realização de exames diagnósticos vasculares e emissão de respectivo laudo para atendimento a pacientes internados, e os mantidos na Unidade de Observação do hospital, adultos e pediátricos, e pacientes de urgências e emergências vasculares, com cobertura pelo Sistema Único de Saúde – SUS, particulares e demais convênios credenciados, com disponibilidade de atendimento vinte e quatro horas por dia, ininterruptamente, conforme especificações contidas no Memorial Descritivo Anexo.",26.2022 Concorrencia Eletronica Lei 14.133 - Exames Vasculares.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/89421259000110/compras/2022/4/arquivos/1,Ativo,"Lote 1 - Eco Doppler Colorido Arterial Membro Superior/Membro Inferior 1 membro (unilateral) (R$ 1.230,00); Lote 1 - Eco Doppler Colorido Venoso Membro Superior/Membro Inferior 1 membro (unilateral)2 (R$ 410,00)"
89421259000110-1-000004/2022,89421259000110-1-000004-2022.md,FUNDACAO HOSPITALAR SANTA TEREZINHA DE ERECHIM,Edital nº 26/2022/2022,"[Portal de Compras Públicas] - Prestação de Serviços Médicos Especializados na realização de exames diagnósticos vasculares e emissão de respectivo laudo para atendimento a pacientes internados, e os mantidos na Unidade de Observação do hospital, adultos e pediátricos, e pacientes de urgências e emergências vasculares, com cobertura pelo Sistema Único de Saúde – SUS, particulares e demais convênios credenciados, com disponibilidade de atendimento vinte e quatro horas por dia, ininterruptamente, conforme especificações contidas no Memorial Descritivo Anexo.",AtaTotal_192014.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/89421259000110/compras/2022/4/arquivos/2,Ativo,"Lote 1 - Eco Doppler Colorido Arterial Membro Superior/Membro Inferior 1 membro (unilateral) (R$ 1.230,00); Lote 1 - Eco Doppler Colorido Venoso Membro Superior/Membro Inferior 1 membro (unilateral)2 (R$ 410,00)"
89421259000110-1-000008/2022,89421259000110-1-000008-2022.md,FUNDACAO HOSPITALAR SANTA TEREZINHA DE ERECHIM,Edital nº 30/2022/2022,"[Portal de Compras Públicas] - Prestação de Serviços Médicos Especializados em Psiquiatria em regime de sobreaviso, 24 horas por dia ininterruptamente, conforme demanda, a pacientes adultos e pediátricos do Sistema Único de Saúde e demais convênios credenciados pela FHSTE.",30.2022 Concorrencia Eletronica Lei 14.133 - Psiquiatria.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/89421259000110/compras/2022/8/arquivos/1,Ativo,"Lote 1 - Prestação de Serviços Médicos Especializados em Psiquiatria em regime de sobreaviso, 24 horas por dia ininterruptamente, conforme demanda, a pacientes adultos e pediátricos do Sistema Único de Saúde e demais convênios credenciados pela FHSTE. (R$ 306.600,00)"
89421259000110-1-000008/2022,89421259000110-1-000008-2022.md,FUNDACAO HOSPITALAR SANTA TEREZINHA DE ERECHIM,Edital nº 30/2022/2022,"[Portal de Compras Públicas] - Prestação de Serviços Médicos Especializados em Psiquiatria em regime de sobreaviso, 24 horas por dia ininterruptamente, conforme demanda, a pacientes adultos e pediátricos do Sistema Único de Saúde e demais convênios credenciados pela FHSTE.",AtaTotal_194553.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/89421259000110/compras/2022/8/arquivos/2,Ativo,"Lote 1 - Prestação de Serviços Médicos Especializados em Psiquiatria em regime de sobreaviso, 24 horas por dia ininterruptamente, conforme demanda, a pacientes adultos e pediátricos do Sistema Único de Saúde e demais convênios credenciados pela FHSTE. (R$ 306.600,00)"
04378626000197-1-000102/2024,04378626000197-1-000102-2024.md,FUNDACAO UNIVERSIDADE DO AMAZONAS,Edital nº 90004/2024,"Contratação de empresa especializada em obras para Construção do Restaurante Universitário do Instituto de Natureza e Cultura (INC) em Benjamin Constant - AM, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos",15403903900042024000.zip,Edital_nA_90004_2024.pdf; RelacaoItens15403903900042024000.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/04378626000197/compras/2024/102/arquivos/1,Ativo,"Obras Civis de Edificação Prediais (R$ 3.732.653,00)"
04378626000197-1-000103/2024,04378626000197-1-000103-2024.md,FUNDACAO UNIVERSIDADE DO AMAZONAS,Edital nº 90005/2024,Contratação de empresa especializada em obras para Construção do Restaurante Universitário do Instituto de Saúde e Biotecnologia (ISB) em Coari - AM,15403903900052024000.zip,EDITAL_NA_90005_2024.pdf; RelacaoItens15403903900052024000.pdf,https://pncp.gov.br/pncp-api/v1/orgaos/04378626000197/compras/2024/103/arquivos/1,Ativo,"Obras Civis de Edificação Prediais (R$ 3.399.264,81)"
83891283000136-1-000012/2024,83891283000136-1-000012-2024.md,FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC,Ato que autoriza a Contratação Direta nº 9/2024,"Contratação de empresa para fornecimento de energia elétrica para suprir as seguintes instalações: Campus I (Reitoria, CEAD, FAED, CEART, ESAG), terreno adquirido em frente ao Campus I – Itacorubi, Antena da Rádio, Biblioteca Universitária, Academia, Restaurante Universitário e MESC, durante o ano de 2024.",%22Ato+que+autoriza+a+Contratacao+Direta+DL+009.2024.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/83891283000136/compras/2024/12/arquivos/4,Ativo,"Serviços de energia elétrica Fornecimento de energia elétrica Contratação de empresa para fornecimento de energia elétrica para suprir as seguintes instalações: Campus I (Reitoria, CEAD, FAED, CEART, ESAG), terreno adquirido em frente ao Campus I – Itacorubi, Antena da Rádio, Biblioteca Universitária, Academia, Restaurante Universitário e MESC, durante o ano de 2024. (R$ 1.498.951,00)"
83891283000136-1-000012/2024,83891283000136-1-000012-2024.md,FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC,Ato que autoriza a Contratação Direta nº 9/2024,"Contratação de empresa para fornecimento de energia elétrica para suprir as seguintes instalações: Campus I (Reitoria, CEAD, FAED, CEART, ESAG), terreno adquirido em frente ao Campus I – Itacorubi, Antena da Rádio, Biblioteca Universitária, Academia, Restaurante Universitário e MESC, durante o ano de 2024.",%22DOD_DL_009.2024_assinado.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/83891283000136/compras/2024/12/arquivos/5,Ativo,"Serviços de energia elétrica Fornecimento de energia elétrica Contratação de empresa para fornecimento de energia elétrica para suprir as seguintes instalações: Campus I (Reitoria, CEAD, FAED, CEART, ESAG), terreno adquirido em frente ao Campus I – Itacorubi, Antena da Rádio, Biblioteca Universitária, Academia, Restaurante Universitário e MESC, durante o ano de 2024. (R$ 1.498.951,00)"
83891283000136-1-000013/2024,83891283000136-1-000013-2024.md,FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC,Ato que autoriza a Contratação Direta nº 10/2024,"Contratação de empresa para fornecimento de água e coleta de esgoto para suprir as seguintes instalações: Campus I (Reitoria, CEAD, FAED, CEART, ESAG), terreno adquirido em frente ao Campus I – Itacorubi, Antena da Rádio, Biblioteca Universitária, Academia, Restaurante Universitário e MESC, durante o ano de 2024.",%22Ato+que+autoriza+a+contratacao+direta.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/83891283000136/compras/2024/13/arquivos/2,Ativo,"Serviços de água e esgoto Fornecimento de água Contratação de empresa para fornecimento de água e coleta de esgoto para suprir as seguintes instalações: Campus I (Reitoria, CEAD, FAED, CEART, ESAG), terreno adquirido em frente ao Campus I – Itacorubi, Antena da Rádio, Biblioteca Universitária, Academia, Restaurante Universitário e MESC, durante o ano de 2024. (R$ 731.433,00)"
83891283000136-1-000013/2024,83891283000136-1-000013-2024.md,FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC,Ato que autoriza a Contratação Direta nº 10/2024,"Contratação de empresa para fornecimento de água e coleta de esgoto para suprir as seguintes instalações: Campus I (Reitoria, CEAD, FAED, CEART, ESAG), terreno adquirido em frente ao Campus I – Itacorubi, Antena da Rádio, Biblioteca Universitária, Academia, Restaurante Universitário e MESC, durante o ano de 2024.",%22Documento_de_Formalizacao_da_Demanda_assinado.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/83891283000136/compras/2024/13/arquivos/3,Ativo,"Serviços de água e esgoto Fornecimento de água Contratação de empresa para fornecimento de água e coleta de esgoto para suprir as seguintes instalações: Campus I (Reitoria, CEAD, FAED, CEART, ESAG), terreno adquirido em frente ao Campus I – Itacorubi, Antena da Rádio, Biblioteca Universitária, Academia, Restaurante Universitário e MESC, durante o ano de 2024. (R$ 731.433,00)"
83891283000136-1-000022/2025,83891283000136-1-000022-2025.md,FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC,Ato que autoriza a Contratação Direta nº 11/2025,"Contratação de serviços de fornecimento de água e esgoto para suprir as instalações da Reitoria e outros prédios (Terreno adquirido em frente ao Campus I – Itacorubi [ESAG, CEAD, CEART, FAED - exclusivo Itacorubi], Biblioteca Universitária, Academia e Restaurante Universitário) e MESC para o ano de 2025.",%22ETP_-_Estudo_Tecnico_Preliminar_CASAN.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/83891283000136/compras/2025/22/arquivos/2,Ativo,"Serviços de água e esgoto Serviços de água e esgoto - Fornecimento de água Contratação de serviços de fornecimento de água e esgoto para suprir as instalações da Reitoria e outros prédios (Terreno adquirido em frente ao Campus I – Itacorubi [ESAG, CEAD, CEART, FAED - exclusivo Itacorubi], Biblioteca Universitária, Academia e Restaurante Universitário) e MESC para o ano de 2025. (R$ 960.603,00)"
83891283000136-1-000022/2025,83891283000136-1-000022-2025.md,FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC,Ato que autoriza a Contratação Direta nº 11/2025,"Contratação de serviços de fornecimento de água e esgoto para suprir as instalações da Reitoria e outros prédios (Terreno adquirido em frente ao Campus I – Itacorubi [ESAG, CEAD, CEART, FAED - exclusivo Itacorubi], Biblioteca Universitária, Academia e Restaurante Universitário) e MESC para o ano de 2025.",Aviso_de_Compra_Direta_n_0011.2025.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/83891283000136/compras/2025/22/arquivos/1,Ativo,"Serviços de água e esgoto Serviços de água e esgoto - Fornecimento de água Contratação de serviços de fornecimento de água e esgoto para suprir as instalações da Reitoria e outros prédios (Terreno adquirido em frente ao Campus I – Itacorubi [ESAG, CEAD, CEART, FAED - exclusivo Itacorubi], Biblioteca Universitária, Academia e Restaurante Universitário) e MESC para o ano de 2025. (R$ 960.603,00)"
83891283000136-1-000087/2024,83891283000136-1-000087-2024.md,FUNDACAO UNIVERSIDADE DO ESTADO DE SC UDESC,Aviso de Contratação Direta nº 208/2024,Contratação de serviços de engenharia para avaliação mercadológica de valor do aluguel para concessão de serviços de Restaurante Universitário da Udesc Joinville.,%22TR_-_Termo_de_Referencia.pdf,,https://pncp.gov.br/pncp-api/v1/orgaos/83891283000136/compras/2024/87/arquivos/2,Ativo,"Serviço de Avaliação de Imovel Serviço de Avaliacao de Imovel Contratação de serviços de engenharia para avaliação mercadológica de valor do aluguel para concessão de serviços de Restaurante Universitário da Udesc Joinville. (R$ 4.550,00)"
